cid,text,aweme_id,create_time,digg_count,reply_comment_total,ip_label
7323527918301807375,大家都理解河南考生， 但是河南部分人好像没有理解外省的考生。河南考生移民会给外省带来什么影响不知道吗？要么河南多开设学校，分数线肯定能下去啊；要么从小去外省读书，低分也能上本科。钻空子肯定不行啊,7323036659463785791,1705141722,9,10,辽宁
7323524479874614050,我初三的时候，还有上海的回来上我学校的,7323036659463785791,1705140922,0,2,河南
7323518826749657865,@嘟嘟的伟博：坚决抵制空降！哪来回哪去！这些人的问题是，临近中考突然过来考试，要是小学开始就在黑龙江读没人说什么的。,7323036659463785791,1705139605,9,11,黑龙江
7323514652205269770,是真的，我在小区到处可以看到去黑龙江异地就学的广告[呆无辜],7323036659463785791,1705138636,4,2,河南
7323511242969744162,黑龙江的学生作何感想,7323036659463785791,1705137841,2,1,山东
7323508859410154240,那就业岗位也要在本省吗？去外省算不算占用资源？,7323036659463785791,1705137287,0,0,河南
7323508777378087714,[赞],7323036659463785791,1705137267,0,1,陕西
7323474472622588706,我广西嫁到河南，女儿河南户口，到时想想回广西南宁读高中了[捂脸],7323036659463785791,1705129282,2,2,河南
7323469458588042047,去年去西安，今年去大庆？,7323036659463785791,1705128115,4,0,山东
7323467846834701082,这样挺好。有的省份高考的太难了。屈才多少孩子。,7323036659463785791,1705127739,12,47,内蒙古
7323466621937451810,去年陕西，今年黑龙江，明年那个省份？,7323036659463785791,1705127451,7,1,黑龙江
7323458611857670946,大庆的高中也愿意接收学习好的外地生源，提高升学率,7323036659463785791,1705125590,2,6,山东
7323515958895018791,坚决抵制空降！哪来回哪去！这些人的问题是，临近中考突然过来考试，要是小学开始就在黑龙江读没人说什么的。,7323036659463785791,1705138939,12,5,黑龙江
7323437527783129875,我们高中时候就有很多山东 河北学生在高三下学期转来 大概10几个 也不和我们本地学生说话 每天就自己学 也不听老师讲课 有时候不来上课自己在家复习 考的是真好 我们班一共就几个一本名额都给占了 那还是零几年,7323036659463785791,1705120677,3,2,北京
7323433893708235571,我大山东热烈欢迎东北老铁,7323036659463785791,1705119831,4,6,山东
7323432931690038054,这事谁对谁错已经一目了然了，要是从开始就在大庆学习然后跟着一起考试那绝对没问题，但要是在别处学完三年然后突然去大庆考试那就是有问题，别跟我提什么河南压力大，这又不是大庆的错误,7323036659463785791,1705119608,11,2,黑龙江
7323425643671618342,我寻思有些学生在河南上高中，一到考试就回自己省考的也不少吧？,7323036659463785791,1705117911,9,11,河南
7323425247985025829,我们沈阳更多,7323036659463785791,1705117818,2,0,辽宁
7323419380251165481,为啥这么巧集中在大庆了[发呆]黑龙江城市不少吧,7323036659463785791,1705116454,4,6,河北
7323418769722917658,同样的试卷，安徽文科录取分比河南还高,7323036659463785791,1705116309,1,2,安徽
7323417250182431540,@猫饼 @Jennifer🦋 啊这不是[泪奔][泪奔],7323036659463785791,1705115959,0,2,河南
7323414834388206373,终归揭底还是考试问题 就不能义务上大学么,7323036659463785791,1705115393,1,2,上海
7323452162003141430,坚决抵制空降！哪来回哪去！这些人的问题是，临近中考突然过来考试，要是小学开始就在黑龙江读没人说什么的。,7323036659463785791,1705124085,9,0,黑龙江
7323411679348556596,谁报道的不实新闻，就是转到外地也花费了很多钱，有可能还在哪边买了房子，好多家长嫉妒我们河南考生学习好！,7323036659463785791,1705114660,6,23,河南
7323411358450631487,江西也去，太难了,7323036659463785791,1705114585,0,0,广东
7323408417455997723,[色][色][色],7323036659463785791,1705113900,0,0,贵州
7323408378297516827,[惊讶][惊讶][惊讶],7323036659463785791,1705113891,0,0,贵州
7323405095180714802,[炸弹][炸弹][炸弹][炸弹][炸弹][炸弹],7323036659463785791,1705113127,1,0,黑龙江
7323405084971647754,[炸弹][炸弹][炸弹][炸弹][炸弹][炸弹][炸弹][炸弹][炸弹],7323036659463785791,1705113124,1,0,黑龙江
7323405062415860518,[炸弹][炸弹][炸弹][炸弹][炸弹],7323036659463785791,1705113121,2,0,黑龙江
7323405010359845659,[玫瑰][玫瑰][玫瑰][玫瑰],7323036659463785791,1705113108,0,0,黑龙江
7323404522868966182,东北分数线提上来不就解决问题了[宕机],7323036659463785791,1705112996,19,49,山东
7323400706945205042,凤凰新闻[赞][赞],7323036659463785791,1705112105,6,0,黑龙江
7323399030091809548,必须严查，揪出内鬼，枪毙,7323036659463785791,1705111718,9,0,黑龙江
7323395332032332563,只是想追求一个公平,7323036659463785791,1705110855,7,23,山东
7323395003618476852,落户大庆了吗？,7323036659463785791,1705110778,2,2,山东
7323393764918461184,我们私立学校好多河南河北的[微笑][微笑],7323036659463785791,1705110489,16,4,陕西
7323393187816899363,好奇怎么转过去的，求解[不是吧][不是吧][不是吧],7323036659463785791,1705110357,3,5,江苏
7323393028071457547,去年西安也是凤凰网首先报道的[赞],7323036659463785791,1705110316,17,1,陕西
7323392558511571766,和教学质量关系不大，各省的学习环境不一样学习氛围也不一样。,7323036659463785791,1705110212,5,1,山东
7323392263178126091,为什么移民？,7323036659463785791,1705110140,3,5,河南
7323391730254152484,都是中国的不分你我🇨🇳🇨🇳,7323036659463785791,1705110017,6,11,河南
7323391394948186890,河南还移到广西呢[躺平],7323036659463785791,1705109937,3,0,广西
7323391096325997324,真聪明[赞],7323036659463785791,1705109868,0,0,河北
7323390205531472678,来江苏，江苏欢迎👏,7323036659463785791,1705109662,3,1,江苏
7323388104672314131,@Funny [捂脸],7323036659463785791,1705109173,0,0,黑龙江
7323387873800880907,强烈支持各个高校每个省的录取比例一致！,7323036659463785791,1705109117,2,2,江苏
7323387808197772042,全国各地统一录取率！！！！,7323036659463785791,1705109103,10,10,山东
7323385066200613683,支持全国统一录取线择优录取[拳头][拳头]才能真正解决河南百万学子的问题。,7323036659463785791,1705108464,19,30,河南
7323384423398441766,支持河南，都是中国🇨🇳,7323036659463785791,1705108316,17,21,北京
7323384014256096039,欢迎大家来天津，山河四省、北漂一族，乃至全国的，只要是符合海河英才标准的都欢迎！[比心],7323036659463785791,1705108219,4,3,天津
7323378431340905254,如果在大庆读了小学中学正常参加中考，我想大庆的家长都会很欢迎，初四空降过来就太伤害我们本土考生了。,7323036659463785791,1705106922,18,0,黑龙江
7323374102529540874,我新疆的老表三百多分上清华[捂脸],7323036659463785791,1705105911,6,4,江苏
7323370535471366963,@兰考县卫民种业：如果全国统一试卷，统一分数，试问，还会有这样事发生吗,7323036659463785791,1705105082,2,1,河南
7323370470706856741,@一叶舟：请问上面的官方部分，有谁懂河南学生高考的压力呢？？？,7323036659463785791,1705105068,3,4,河南
7323369798728729356,还有好多外省的在河南学习，等到高考回自己省份考试，不也是利用河南的教育资源，然后享受本地区的分数线福利吗？河南的考生是真的难！所以我也不要求我女儿卷了，卷不动！,7323036659463785791,1705104911,8,7,河南
7323368005538235174,一个蓝天下读书  为什么有区别啊,7323036659463785791,1705104493,57,78,河南
7323367917327958799,山河四省确实难 来东北就业买房安家落户享受资源没啥不可以 没啥好说的[比心] 对就是对 不对就是不对 不用唠别的人多上不去 不是一码事,7323036659463785791,1705104475,5,2,辽宁
7323366951962903323,来呗，欢迎河南学子，但是要从小学一年级来念。,7323036659463785791,1705104248,14,6,辽宁
7323360707775742730,我们是大学毕业找工作直接来到东北定居，在这里已工作了好多年，孩子也是在这里出生的。这边分数低，也与天气寒冷有一定关系，大雪天送孩子上学太不易了。,7323036659463785791,1705102792,8,0,黑龙江
7323350556847293225,支持全国统一录取线,7323036659463785791,1705100433,35,7,江苏
7323349867937710887,我们牡丹江也有这情况，高中学籍在牡丹江。人在山东河南，省教育局查一下吧，我愿加入大庆的组织,7323036659463785791,1705100272,70,14,黑龙江
7323349749222163215,终于看到一个探究问题根源的问题了[赞],7323036659463785791,1705100248,3,0,河南
7323353350354551589,河南道系青年太多了，这个不是褒义词，他们没有自己的判断力，见到佛家儒家就开始喷，对待其他事也是这样，这些人是网络暴力的主体[尬笑][尬笑][尬笑],7323036659463785791,1705101082,11,8,河南
7323349098677142287,好多移民海南的,7323036659463785791,1705100097,0,1,河南
7323342806725559092,当陕西在讨论这件事的时候大部分人都事不关己高高挂起的心态，现在怎么又关注了？,7323036659463785791,1705098627,3,4,陕西
7323341040596615963,希望一张卷考试,7323036659463785791,1705098223,19,5,山东
7323333850791461669,从一年级转过来黑龙江欢迎 坚决抵制空降,7323036659463785791,1705096544,50,7,黑龙江
7323312840109015843,正常落户上学，查也不违规,7323036659463785791,1705091665,32,9,河南
7323305343567233846,支持中考移民    真金不怕火炼    教育更是如此,7323036659463785791,1705089934,8,6,山东
7323282551577297716,欢迎河南学子通过合法合规的方式在小学或者初一前举家搬迁黑龙江大庆，移民黑龙江，建设黑龙江，而不是在初四通过非正常方式挂学籍考试[比心],7323036659463785791,1705084628,40,5,黑龙江
7323251108204643072,主要原因在于没有名校，他们出去不是为了上个普通的大学，是为了名校。不要再动不动就说生的多，自古以来河南人就多,7323036659463785791,1705077278,23,84,河南
7323250620557984547,哎……河南孩子考试确实很辛苦！希望能从根本上解决问题！人黑龙江也说了，初一就过去上学，人家表示欢迎，初四该考试才去了，那确实……换位思考吧[比心][比心][比心],7323036659463785791,1705077164,25,28,河南
7323242567175308073,要来就小学或初一就来，别快要中考了空降一批学生，本来黑龙江教育资源就稍落后，大庆好高中就那么几所，好几百个人过来，要挤下来多少本地学生，中考录取分数线又要提不少,7323036659463785791,1705075285,10,7,黑龙江
7323242487324525348,有些人魔怔了吧，说分数线高你怎么不从小就转过来[尬笑],7323036659463785791,1705075268,52,13,辽宁
7323242061821788943,查，好好查，彻彻底底的查。看看啥原原因,7323036659463785791,1705075170,10,0,江苏
7323241361091822336,我看这事有1450的人在搅和，大家理性哈，这事要是符合条件谁都拦不住，现在已经上升到区域攻击了，挑事人好多，支持官方处理[鼓掌][鼓掌][鼓掌][鼓掌],7323036659463785791,1705075007,30,20,黑龙江
7323235588764418854,河南流失多少人口，都是为了孩子升学[泣不成声],7323036659463785791,1705073662,1,0,吉林
7323235321776096019,河南人口多 分数线高  很多人比别的城市分高都上不了学不被录取,7323036659463785791,1705073599,7,13,上海
7323232444667609892,山河四省的孩子最难啊[抠鼻],7323036659463785791,1705072928,23,4,河南
7323230541599605530,只要是合法合规没什么问题  违法的支持一查到底,7323036659463785791,1705072486,13,0,宁夏
7323226515657917238,太好了，大庆出结果了不可以上省市重点，严查，看以后哪个黑心中介还往黑龙江塞人，在职高混3年，连专科都去不了，投机取巧是要付出代价的。,7323036659463785791,1705071546,35,11,黑龙江
7323225710805173004,走出河南也需要勇气,7323036659463785791,1705071360,3,0,北京
7323222470453183267,按规矩办事，违规的该罚就罚，钻空子挂虚名的，就应该得到惩罚,7323036659463785791,1705070604,16,2,河南
7323221408174932786,等等[宕机]为啥那重点学校要河南的考生啊？[宕机],7323036659463785791,1705070357,4,0,河南
7323215025303274291,河南人民欢迎全国人民来河南定居,7323036659463785791,1705068870,24,6,河南
7323213837464404762,评论区开地图炮的是咋想的？,7323036659463785791,1705068595,8,3,河南
7323212227384738560,河南考生不容易呀,7323036659463785791,1705068221,28,21,山东
7323208285476602624,什么叫初四中学生？如果是补习第二次参加中考那真的对当地学生很不公平,7323036659463785791,1705067301,9,3,陕西
7323207243452875560,建议严查目前从初中开始，入学提供父母一方在本地工作缴纳大庆社保满五年，必须本地有房产,7323036659463785791,1705067061,12,0,上海
7323205686765323058,每个省都有每个省的平衡，空降到别的省抢名额真的挺损的吧[流泪][流泪],7323036659463785791,1705066696,77,29,IP未知
7323203899622703912,拒绝空降,7323036659463785791,1705066280,61,22,吉林
7323203018790437682,山河四省高考太难了！[泣不成声][泣不成声][泣不成声],7323036659463785791,1705066076,40,18,重庆
7323202710441706250,其实分数线低也是有原因的，主要就是教育资源的问题，以前不觉得教育资源不均衡，今年我们孩子班有个从甘肃转过来的学生，考试成绩几乎都是个位数，我觉得那个孩子也很努力，我家孩子说是他们那边教育资源不好，跟这边的孩子成绩一比较，差距一下子就出来了,7323036659463785791,1705066004,10,1,四川
7323201188504322853,为什么这么多年大家都在反映的河南高考分数线高，名校资源少的问题都找不到合适的解决方法,7323036659463785791,1705065649,23,11,河南
7323200832249791283,为什么会这样？？根源在哪里？？怎么解决,7323036659463785791,1705065568,32,9,河南
7323200455201686287,如果是河南本地户籍的学生交钱转过去确实应该好好查查，确实是我们不对，但就怕是本地户籍来河南读书最后回本地考试,7323036659463785791,1705065478,7,1,河南
7323199766023701257,问题是他们没把家搬过来，只是把学籍搬过来了，如果这些孩子的家长在黑龙江工作，那么没有任何问题，你问问他们有么，不清楚的事情不要乱说带节奏。西安最后是怎么处理的，大家都看到了吧，请还准备投机的家长清醒点，投机需谨慎，不要偷鸡不成蚀把米,7323036659463785791,1705065319,13,2,黑龙江
7323199239961232154,合法合规去的大家都支持，要是投机倒把去的请一查到底！[灵机一动],7323036659463785791,1705065197,9,0,陕西
7323195852103779109,移民不了国外，大庆还是可以的[捂脸],7323036659463785791,1705064406,8,3,河南
7323195766141977379,官方需要查查为什么要去黑龙江，,7323036659463785791,1705064387,8,3,山东
7323195735100097290,在河南，考信阳师范大学要558，在黑龙江考哈尔滨师范大学要409。哈尔滨师范大学排名比信阳师范大学高不少。,7323036659463785791,1705064380,31,6,北京
7323195652544381706,请大家讲出大家的教育资源,7323036659463785791,1705064362,1,1,河北
7323195256954225447,该查查高考为什么不同卷同分?,7323036659463785791,1705064270,12,1,北京
7323189376933315378,就应该全国统考，我们河北的孩子，很累的,7323036659463785791,1705062898,42,5,河北
7323186690952168231,我们这一个中学旁边就有几家这样的工作室，咨询一下都是推荐黑龙江。我们这中学升学率大概40多，所以都是八仙过海各显神通,7323036659463785791,1705062274,4,0,江苏
7323186677366981387,心疼黑龙江的中考生[微笑],7323036659463785791,1705062272,45,8,湖南
7323186426475119387,欢迎大家来山河四省来考试[鼓掌][鼓掌][鼓掌]我们不拒绝任何移民,7323036659463785791,1705062212,22,5,河南
7323185744318841638,欢迎河南的兄弟姐妹们来黑龙江生活和工作，也欢迎全国各个省市的朋友们，让孩子从小在这里成长，既能享受高考红利，又能吃上东北冻梨[呲牙]，为祖国的边陲，这个人口流失严重的东北老工业基地复苏做做贡献。但不建议，光吃不做，这样我们就更难了！[捂脸],7323036659463785791,1705062054,20,3,黑龙江
7323185315421569827,我发现有的人只看分数线和试卷，完全不考虑教育资源倾斜问题，从小接受的教育水平不一样，一碗水可能端平嘛？偏远地方分数线是低，但是教育设备差，教师力量薄弱一点不谈。除了北上天这种赋分制的地方其他省份不都是按比例招生嘛？你们接受了更好的教育来和本地学生竞争，每排前面一个名次就有一个本地学生掉一个名次，那本地学生又怎么办？分数线高原因不是因为你们人多而是因为你们教育水平高，不要把所有问题甩在人多上[再见],7323036659463785791,1705061954,36,7,江西
7323185282471641882,我高中同学平常考400露头，高考去黑龙江考了620➕[捂脸],7323036659463785791,1705061947,22,7,山东
7323184296713585462,"高三我们班有个来这上一个学期锻炼的东北的，然后在我们班经常考倒数前三，高考回东北去了，上了211，我们班一半一本，一半985211
这个锻炼还是相当管用的，欢迎东北的人来锻炼，越多人知道这个教育环境的恶劣，越多人知道衡水的压榨型教育，这个问题才会得到重视，才能改善
我们山河四省的人也不至于背井离乡去转学了
就像东北老铁外出务工，身不由己，情不由衷",7323036659463785791,1705061716,22,7,山东
7323184122409583387,大庆人民顶起来,7323036659463785791,1705061674,50,6,黑龙江
7323183141371036466,全国考试一样分都是中国孩子,7323036659463785791,1705061447,24,35,河南
7323183111628849970,热烈欢迎全国各地的考生前来河南参加高考，诚心诚意的邀请，绝不玩虚的[呲牙][呲牙][呲牙][呲牙],7323036659463785791,1705061440,25,13,河南
7323181225450406671,支持严查，查到违规的该清退清退,7323036659463785791,1705061001,10,0,山东
7323181183168398092,外省的在我们河南就读，然后回到原籍参加考试，我们说什么了,7323036659463785791,1705060992,33,16,河南
7323181143510532916,一句话，河南人民欢迎全国各地考生来到河南参加中考高考[玫瑰],7323036659463785791,1705060982,140,11,河南
7323180850769969958,建议全国统一分数线,7323036659463785791,1705060915,32,5,广东
7323179647230116623,为啥会出现这种情况？为什么不统一试卷？？？,7323036659463785791,1705060634,21,11,河南
7323179118902756159,这事不做评价，移民的大多都是有些资产，人家父母有能力我也不抱怨[微笑],7323036659463785791,1705060510,28,9,江苏
7323178616355308329,难道只有河南孩子不配上大学？别的省买房？转学？如果全国试卷统一，你们这些喷子怎么说？[灵机一动],7323036659463785791,1705060395,19,12,江苏
7323178130384995082,造瑶现在国家查的很严根本不可能,7323036659463785791,1705060279,2,5,河南
7323177171441926947,本市的学区房还要三年户籍呢，但这事也怨不得别人自己人贪财，没有家贼引不来外鬼,7323036659463785791,1705060058,16,4,辽宁
7323176221676094223,全国统一试卷，统一录取分数线，能者上，英雄不问出处。,7323036659463785791,1705059837,60,7,陕西
7323174936925930303,我是河南初中二年级的妈妈，心态放平，哪也不去，孩子努力了，不负青春！有能力走出去那就见见祖国别的地方的大好河山，没有能力就留在我们大中原，河南欢迎各地考生到河南高考，这是河南人的格局！！请友善讨论问题！[比心][比心][比心],7323036659463785791,1705059536,25,8,河南
7323171896559813388,去年大量考试移民西安，这事我还没忘呢，今年又移民黑龙江[鞠躬],7323036659463785791,1705058830,43,8,陕西
7323171487514624768,关于湖北的数学省二来到我们学校这件事[宕机],7323036659463785791,1705058735,0,0,北京
7323170829591397155,强烈建议全国统考[尬笑],7323036659463785791,1705058582,123,13,河南
7323168807450723099,2023年黑龙江高考生19.1万，河南131万，有河南网友说他们那复读的很多，这131万里有多少是复读生呢？,7323036659463785791,1705058110,7,2,黑龙江
7323168389987402546,来江苏中考移民,7323036659463785791,1705058013,0,0,江苏
7323167661884621579,建议为河南考生统一全国教育资源，统一全国高考试卷[比心],7323036659463785791,1705057843,90,10,山东
7323166990775567155,我们是河南的，我妹妹她高考550多分，有一个黑龙江的，只考了不到400分，然后他们两个同一个学校同一个班级……,7323036659463785791,1705057688,57,22,江苏
7323166735279571721,@哆啦A梦🌹: @🌈运气真差🌈：格局要打开点，都是中华儿女，你们谁来河南参加高考我们河南人会热烈欢迎的。,7323036659463785791,1705057627,2,0,广东
7323166579868107558,我就去就去[九转大肠],7323036659463785791,1705057592,7,4,河南
7323165488593404699,河南人民欢迎全国各地的学子到河南省参加全国统考。,7323036659463785791,1705057337,38,10,河南
7323163538183504652,去年好像报道过是去西安[捂脸][捂脸],7323036659463785791,1705056883,30,7,山东
7323163337902097161,全国统一试卷你们愿意吗,7323036659463785791,1705056838,25,12,上海
7323162829929939727,河南人难道就只能在河南吗[微笑],7323036659463785791,1705056719,27,11,河南
7323162428462662437,你们还喊我们小土豆呢，格局要打开点，都是中华儿女，你们谁来河南参加高考我们河南人会热烈欢迎的。想开点就好了！,7323036659463785791,1705056624,61,48,河南
7323162302089020214,"我始终相信：每个教育强省，
欢迎合法买房定居的新居民[鼓掌]
而不是非法挂学籍人渣",7323036659463785791,1705056598,35,1,陕西
7323162019006612224,河南孩子比别的省份很差吗,7323036659463785791,1705056529,13,22,河南
7323161725170516763,评论区一口一个你们孩子我们孩子，搁这玩分类讨论呢[捂脸],7323036659463785791,1705056460,6,12,河南
7323161389323780899,哪个省市的觉得河南教育资源好，师资好都直接拉走，不用客气。我们摆烂了,7323036659463785791,1705056383,5,0,上海
7323161283174777612,江西的，在江苏上学，是江西卷还是江苏卷？以后在江西高考还是在江苏高考,7323036659463785791,1705056358,2,3,江苏
7323161190476317490,原因呢？？？？根本原因呢？？？,7323036659463785791,1705056336,73,10,IP未知
7323161067341120319,应该根据考生数量和本省特色，尽量让各省考生有同样的入学资格。有的地方985，211扎堆儿，有的省人口多，自己人卷的不行，却连一所985都没有，所有人挤破头去那一所仅有的211。现在都发展多少年了，大学资源是不是也该合理分配，国家来看看呀是不是该合理改革了,7323036659463785791,1705056308,9,0,上海
7323160840927281931,主要是中等或中等偏下的学生分数比较尴尬，建议河南的学校多招本地学生就行了，尖子生在哪考都一样！差生去哪都考不上，所以多解决一部分中等生的升学率就可以了,7323036659463785791,1705056256,2,11,河南
7323160749454918454,我儿子从生下来我就计划孟母三迁。初三之前就迁。考试考知识不考地域，求学哪里都可以不分地域。我努力承认高级人才就是为了让孩子跟我出去求学。,7323036659463785791,1705056236,3,3,河南
7323160429684704063,这肯定是违规的啊，举个例子，江浙高三生都跑到别的省考试，这要是合规，别的省学生不得被坑死,7323036659463785791,1705056160,20,4,江苏
7323160238083998464,高考全国统一录取 统一试卷 这事早该解决了,7323036659463785791,1705056115,32,7,河南
7323159644708045618,在这里互相攻击有意思吗,7323036659463785791,1705055978,10,1,北京
7323159554048475923,关键人家黑龙江分数线低，河南太高了,7323036659463785791,1705055955,15,30,安徽
7323158346038493971,很多人讨厌河南学生去其他地方，只是不喜欢临时插队，但凡从小去那上的，没人会多说一句吧[冷漠][冷漠],7323036659463785791,1705055677,89,5,陕西
7323158108451734326,河南每年130万考生，希望上层能多关注一下,7323036659463785791,1705055620,6,0,上海
7323158045772350223,龙子湖事件伤了多少河南学子的心！没办法，河南竞争太大了，就一个211。我们这平均90多个孩子一个班，不知道你们那咋样[流泪],7323036659463785791,1705055606,39,47,河南
7323155587024339746,欢迎到河南高考,7323036659463785791,1705055032,12,5,河北
7323155445069218572,移民有错吗？,7323036659463785791,1705054999,26,22,河南
7323154633701278503,我读高中的时候，学校里也有不少河南来的，读初高中6年，外加6年水电费单就能参加高考,7323036659463785791,1705054809,1,0,广西
7323153246565647130,@少年zsj: @与生活讲和: 一定要查出这种局面是什么原因造成的，彻查！还河南考生一个公道[666],7323036659463785791,1705054489,0,1,河南
7323152280499913513,@🌈运气真差🌈：格局要打开点，都是中华儿女，你们谁来河南参加高考我们河南人会热烈欢迎的。,7323036659463785791,1705054263,8,2,河南
7323149107009356578,人家查的空降的 不走正常流程的 不知道你们在吵什么[我想静静][我想静静],7323036659463785791,1705053523,31,4,浙江
7323147412988789540,热烈欢迎大家来我们山河四省考试，我们绝对不会限制，而且随到随考，保证一视同仁，保证一视同仁，保证一视同仁，[思考][思考][思考][思考],7323036659463785791,1705053129,3,4,山西
7323147154591580954,热烈欢迎河南考生来江苏省高考！江苏教育资源可好了，一定能让河南考生考出好成绩！[比心][比心][比心],7323036659463785791,1705053070,2,0,黑龙江
